Location_id,Field 2,Phone number,Toll-free phone number,TTY phone number,Use the same address as the organization,Location,Is this location open at least weekly,Hours of operation,Recurring dates,Holiday schedule (location closed),Income eligibility and fees,Income standard for eligibility,Max percentage of income standard,Sliding scale fees description,Flat fee description,Location takes legal volunteers?,A licensed attorney is available to support legal volunteers.,Malpractice insurance is provided for legal volunteers.,Attachments,Research and/or clerking services are provided to volunteers.,Same phone number as organization?,"The office, equipment,  and supplies are available to volunteers to conduct pro bono work.",Location serves all of Illinois,Service area limited to specific,Cities,Counties,Zip codes,Organization ID,Services
27301,Macomb Public Library,(309) 833-2714,,,Yes,,Yes,Sunday: Closed Monday: 9:00-18:00  Tuesday: 9:00-18:00  Wednesday: 9:00-21:00  Thursday: 9:00-18:00  Friday: 9:00-18:00  Saturday: 9:00-18:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,McDonough,,25426,51361
27306,McHenry County Government Center,(815) 334-0317,,,Yes,,Yes,Sunday: Closed Monday: 9:00-13:00  Tuesday: 9:00-13:00  Wednesday: 9:00-13:00  Thursday: 9:00-13:00  Friday: 9:00-13:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,McHenry,,25431,51421
27311,McLean County Law and  Justice Center,(309) 888-5301,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,McLean,,25436,51426
27316,Petersburg Public Library,(217) 632-2807,,,Yes,,Yes,Sunday: Closed Monday: Closed Tuesday: 10:00-20:00  Wednesday: 10:00-17:00  Thursday: 10:00-20:00  Friday: 10:00-17:00  Saturday: 9:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Menard,,25441,36541
27321,Mercer Carnegie Public Library District,(309) 582-2032,,,Yes,,Yes,Sunday: Closed Monday: 9:00-18:00  Tuesday: 9:00-19:00  Wednesday: 9:00-18:00  Thursday: 9:00-19:00  Friday: 9:00-18:00  Saturday: 9:00-18:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Mercer,,25446,34966
27326,Metropolitan Tenants Organization,773-292-4980,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25451,
27331,Mexican American Legal Defense and Educational Fund,312-427-0701,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25456,
27336,"Mid Central Community Action, Inc.",309.827.7070,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25461,
27341,Morrison-Talbott Library,(618) 939-6232,,,Yes,,Yes,Sunday: Closed Monday: 10:00-20:30  Tuesday: 10:00-20:30  Wednesday: 10:00-20:30  Thursday: 10:00-20:30  Friday: 10:00-17:00  Saturday: 10:00-4:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Monroe,,25466,34981
27346,Hillsboro Public Library,(217) 532-3055,,,No,,Yes,Sunday: Closed Monday: 9:30-17:00  Tuesday: 9:30-19:30  Wednesday: 9:30-19:30  Thursday: 9:30-19:30  Friday: 9:30-17:00  Saturday: 9:30-13:00,,"New Year's Day

    New Year's Eve

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Montgomery,,25471,51431
27351,Jacksonville Public Library,(217) 243-5435,,,Yes,,Yes,Sunday: Closed Monday: 9:00-21:00  Tuesday: 9:00-21:00  Wednesday: 9:00-21:00  Thursday: 9:00-21:00  Friday: 9:00-18:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Morgan,,25476,51476
27356,Elizabeth Titus Memorial Library,(217) 728-7221,,,Yes,,Yes,Sunday: Closed Monday: 8:30-20:00  Tuesday: 8:30-20:00  Wednesday: 8:30-20:00  Thursday: 8:30-20:00  Friday: 8:00-17:00  Saturday: 9:00-14:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Moultrie,,25481,
27361,"Mutual Ground, Inc.",630.897.0080,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25486,
27366,Main Office,(312) 660-1370,,,Yes,,Yes,Sunday: Closed Monday: 8:30-17:00  Tuesday: 8:30-17:00  Wednesday: 8:30-17:00  Thursday: 8:30-17:00  Friday: 8:30-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Flat fee regardless of income,Federal Poverty Level,200%,"There is a $50 first-time consultation fee ($30 returning consultation fee for past clients with a new issue).  Fees are payable by money order, cash, or credit card.  Fees may be waived in some cases.","There is a $50 first-time consultation fee ($30 returning consultation fee for past clients with a new issue).  Fees are payable by money order, cash, or credit card.  Fees may be waived in some cases.",Yes,,,,,Yes,,Yes,,,,,25491,"101146,100171,31706,31686,31631,29511"
27371,"National Lawyers Guild, Chicago Chapter",312-913-0039,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,25496,
27376,NIU College of Law Health Advocacy Clinic,(815) 753-1000,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Cities,Dekalb,,,25501,
27381,North Suburban Bar Association,847-564-4800,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Zip codes,,Cook,"60016

    60017

    60018

    60019

    60022

    60025

    60026

    60029

    60043

    60053

    60062

    60065

    60068

    60076

    60077

    60091

    60093

    60201

    60202

    60203

    60204

    60208

    60209

    60645

    60646

    60659

    60712

    60714",25506,68076
27386,Northern Illinois University College of Law,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25511,
27391,Northwest Suburban Bar Association,(847) 221-2601,,,Yes,,Yes,Sunday: Closed Monday: 9:00-15:00  Tuesday: 9:00-15:00  Wednesday: 9:00-15:00  Thursday: 9:00-15:00  Friday: 9:00-15:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Flat fee regardless of income,,,,"Note: The referral to an attorney is free. However, at the time of your consultation a flat fee of $25 will be due. If the consultation exceeds the 30 mins allowed, the attorney's normal rates may be applied.",No,,,,,Yes,,No,Zip codes,,Cook,"60004

    60005

    60006

    60007

    60008

    60009

    60010

    60015

    60018

    60019

    60038

    60040

    60055

    60056

    60067

    60069

    60070

    60074

    60078

    60089

    60090

    60094

    60095

    60103

    60107

    60120

    60121

    60123

    60133

    60159

    60168

    60172

    60173

    60176

    60179

    60188

    60191

    60192

    60193

    60194

    60195

    60196

    60630

    60634

    60656

    60706",25516,68086
27396,Northwestern Bluhm Legal Clinic,(312) 503-8576,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,25521,
27401,Oasis Women's Center,618.465.1978,800.244.1978,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25526,
27406,Office of the Cook County Public Guardian,312.433.4300,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25531,
27411,Office of the Illinois Attorney General,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25536,
27416,Ogle County Judicial Center,(815) 732-3201,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Ogle,,25541,51516
27421,Order of Protection Pro Se Assistance Area,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25546,
27426,People Against Violent Environments (P.A.V.E.),618-533-7233,1-800-924-8444,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25551,
27431,People Against Violent Environments (PAVE),618.533.7233,800.924.8444,618.533.9003,Yes,,,,,,,,,,,No,,,,,,,,,,,,25556,
27436,Peoria County Bar Association,(309) 674-1224,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Peoria,,25561,68071
27441,Peoria County Courthouse Law Library,(309) 672-6084,,,Yes,,Yes,Sunday: Closed Monday: 8:30-17:00  Tuesday: 8:30-17:00  Wednesday: 8:30-17:00  Thursday: 8:30-17:00  Friday: 8:30-17:00  Saturday: Closed,,"New Year's Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Peoria,,25566,51521
27446,Pinckneyville Public Library,(618) 357-2410,,,Yes,,Yes,Sunday: Closed Monday: 12:00-18:00  Tuesday: 12:00-17:00  Wednesday: 12:00-18:00  Thursday: 12:00-17:00  Friday: 10:00-13:00  Saturday: 9:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Perry,,25571,51526
27451,Phoenix Crisis Center,618.451.1008,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25576,
27456,Allerton Public Library District,(217) 762-4676,,,Yes,,Yes,Sunday: 13:00-17:00  Monday: 9:00-21:00  Tuesday: 9:00-18:00  Wednesday: 9:00-18:00  Thursday: 9:00-21:00  Friday: 9:00-18:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Piatt,,25581,51721
27461,Pittsfield Public Library,(217) 285-2200,,,Yes,,Yes,Sunday: Closed Monday: 10:00-17:30  Tuesday: 13:00-20:00  Wednesday: 10:00-17:30  Thursday: 13:00-20:00  Friday: 10:00-17:30  Saturday: 10:00-15:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Pike,,25586,36371
27466,Golconda Public Library,(618) 683-6531,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 13:00-17:00  Thursday: 9:00-13:00  Friday: 13:00-17:00  Saturday: 9:00-12:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Pope,,25591,51546
27476,Presentation Organization,312-977-9047,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25601,
27481,Pro Bono Initiative (PBI),312-832-5129,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25606,
27486,Mailing Address,312-508-3355,,708-665-3359,No,,Yes,Sunday: Closed Monday: 9:00-16:00  Tuesday: 9:00-16:00  Wednesday: 9:00-16:00  Thursday: 9:00-16:00  Friday: 9:00-16:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,250%,,,Yes,,,,,Yes,,No,Counties,,"Cook

    DuPage",,25611,84526
27491,Project NIA,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25616,
27496,Public Interest Law Initiative (PILI),312-832-5127,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,Yes,,,,,25621,
27501,Mounds Public Library,(618) 745-6610,,,Yes,,Yes,Sunday: Closed Monday: Closed Tuesday: 15:00-18:00  Wednesday: 15:00-18:00  Thursday: 15:00-18:00  Friday: 3:00-18:00  Saturday: 10:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Pulaski,,25626,51551
27506,Putnam County Courthouse,(815) 925-7016,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-16:30  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Putnam,,25631,51556
27511,Quanada,217.222.0069,800.369.2287,217.221.1196,Yes,,,,,,,,,,,No,,,,,,,,,,,,25636,
27516,Chester Public Library,(618) 826.3711,,,Yes,,Yes,Sunday: Closed Monday: 10:00-19:00  Tuesday: 10:00-19:00  Wednesday: 10:00-19:00  Thursday: 10:00-19:00  Friday: 10:00-17:00  Saturday: 8:00-13:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Randolph,,25641,51561
27521,Remedies,815-962-6102,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25646,
27526,Resolution Systems Institute,(312) 922-6463,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,Yes,,,,,25651,
27531,Olney Public Library,(618) 392-3711,,,Yes,,Yes,Sunday: Closed Monday: 10:00-19:00  Tuesday: 10:00-19:00  Wednesday: 10:00-19:00  Thursday: 10:00-19:00  Friday: 10:00-17:00  Saturday: 10:00-17:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Richland,,25656,51576
27536,Rock Island County Courthouse,(309) 558-3313,,,Yes,,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Rock Island,,25661,51586
27546,"Safe Passage, Inc.",815.756.5228,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25671,
27051,Johnson County State's Attorney Victims Office,618.658.9318,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25176,
27056,Justice Entrepreneurs Project,312-546-3282,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,,Flat fee regardless of income,,,,"Lawyers in the JEP offer fixed fees and flexible representation options (like unbundled, a la carte services).",No,,,,,Yes,,No,Counties,,"Cook

    DuPage

    Kane

    Lake

    McHenry

    Will",,25181,93286
27061,Justice for Our Neighbors,(630) 301-6906,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,25186,
27066,Justice Project Against Sexual Harm,847-424-0300,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25191,
27071,Kane County Bar Association,(630) 762-1900,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Kane,,25196,68081
27081,Kane Legal Clinic,312-666-1331,312-666-8874,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25206,
27086,Kankakee Center for Conflict Resolution,815-933-0469,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25211,
27091,Kankakee County Courthouse,(815) 937-2915,,,Yes,,Yes,Sunday: Closed Monday: 8:30-16:30  Tuesday: 8:30-16:30  Wednesday: 8:30-16:30  Thursday: 8:30-16:30  Friday: 8:30-4:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Kankakee,,25216,50781
27096,Yorkville Public Library,(630) 553-4354,,,Yes,,Yes,Sunday: Closed Monday: 10:00-19:00  Tuesday: 10:00-19:00  Wednesday: 10:00-19:00  Thursday: 10:00-19:00  Friday: 10:00-17:00  Saturday: 10:00-16:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Memorial Day

    Independence Day

    Labor Day

    Veterans Day

    Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,No,,No,Counties,,Kendall,,25221,51136
27101,Galesburg Public Library,309.343.6118,,,Yes,,Yes,Sunday: Closed Monday: 9:00-20:00  Tuesday: 9:00-20:00  Wednesday: 9:00-20:00  Thursday: 9:00-20:00  Friday: 9:00-17:00  Saturday: 9:00-17:00,,"New Year's Day

    New Year's Eve

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Knox,,25226,50861
27106,LAF,(312) 341-1070,(800) 824-4050,(312) 341-1070,Yes,,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to eligible persons/entities,Federal Poverty Level,150%,,,Yes,,,,,Yes,,No,Counties,,Cook,,25231,"32796,30066,30061,30056,30036,30021,29926,29866,29856,29801,29791"
27111,Lake County Bar Association,(847) 244-3143,,,Yes,,Yes,Sunday: Closed Monday: 8:00-17:00  Tuesday: 8:00-17:00  Wednesday: 8:00-17:00  Thursday: 8:00-17:00  Friday: 8:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Lake,,25236,68096
27116,William D. Block Memorial Law Library,(847) 377-2267,,,No,,Yes,Sunday: Closed Monday: 8:00-17:00  Tuesday: 8:00-17:00  Wednesday: 8:00-17:00  Thursday: 8:00-17:00  Friday: 8:00-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Lake,,25241,50931
27131,LaSalle County Courthouse,(815) 433-9198,,,Yes,,Yes,Sunday: Closed Monday: 8:00-16:30  Tuesday: 8:00-16:30  Wednesday: 8:00-16:30  Thursday: 8:00-16:30  Friday: 8:00-16:30  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,La Salle,,25256,50981
27136,Latin United Community Housing Association (LUCHA) Law Project,(773) 276-5338,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,25261,
27141,Latinos Progresando,(773) 542-7077,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,25266,
27151,Lawndale Christian Legal Center,(773) 762-6381,,,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    Martin Luther King, Jr. Day

    Presidents' Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,No,Zip codes,,,"60608

    60612

    60623

    60624",25276,
27156,Lawrence Public Library District,(618) 943.3016,,,Yes,,Yes,Sunday: Closed Monday: 10:00-17:00  Tuesday: 10:00-19:00  Wednesday: 10:00-17:00  Thursday: 10:00-19:00  Friday: 10:00-17:00  Saturday: 10:00-15:00,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Lincoln's Birthday

    Washington's Birthday

    Presidents' Day

    Casimir Pulaski Day

    Memorial Day

    Independence Day

    Labor Day

    Columbus Day

    Veterans Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,No,,,,,Yes,,No,Counties,,Lawrence,,25281,51036
27161,LCBH Main Office,(312) 347-7600,,(312) 347-7603,Yes,,Yes,Sunday: Closed Monday: 9:00-17:00  Tuesday: 9:00-17:00  Wednesday: 9:00-17:00  Thursday: 9:00-17:00  Friday: 9:00-17:00  Saturday: Closed,,"New Year's Day

    New Year's Eve

    Martin Luther King, Jr. Day

    Memorial Day

    Independence Day

    Labor Day

    Thanksgiving

    Day after Thanksgiving

    Christmas Eve

    Christmas Day",Free to everyone,,,,,Yes,,,,,Yes,,No,Cities,Chicago,,,25286,"83176,83171"
