service_uuid,organization_name,organization_uuid,service_name,service_alternate_name,service_description,service_email,service_url,service_additional_information,service_min_age,service_max_age,service_program,service_income_limit,service_problem_codes,service_require_veteran,service_military_status,service_immigration_status,service_incarceration_status,service_areas,,
5bb75a9c-dbe4-4cf1-8902-7d41d0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,Education Cases,,Individual Exceptional Student Education or Section 504 Plans; Expulsions and excessive disciplinary issues-if the child is disabled including behavioral; English for Speakers of Other Languages; Homeless Students,adviceline@frls.org,www.frls.org,,,,,200,Bilingual; Discipline; Special Education/Learning Disabilities,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial detention (bail/bond not available); Pretrial detention (eligible for bail/bond); Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Charlotte County; DeSoto County; Glades County; Hardee County; Hendry County; Highlands County; Indian River County; Lee County; Martin County; Okeechobee County; Palm Beach County; Polk County; St. Lucie County,,
5bb77576-d58c-463f-910a-0543d0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,Employment Discrimination,,"Applicant is claiming discrimination from an employer or former employer--help with the EEOC Complaint so they can get the ""Right to Sue Letter""",adviceline@frls.org,www.frls.org,,,,General,200,Employment; Employment Discrimination,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial detention (bail/bond not available); Pretrial detention (eligible for bail/bond); Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Charlotte County; DeSoto County; Glades County; Hardee County; Hendry County; Highlands County; Indian River County; Lee County; Martin County; Okeechobee County; Palm Beach County; St. Lucie County,,
5bb7606b-d3d0-4df0-b99d-11a3d0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,Expungement/Sealing of Criminal Records,,Expungement/Sealing of Criminal Records,adviceline@frls.org,www.frls.org,,,,,200,Other Civil Rights,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions,Charlotte County; DeSoto County; Glades County; Hardee County; Highlands County; Indian River County; Lee County; Martin County; Okeechobee County; Palm Beach County; Polk County; St. Lucie County,,
5bb51d37-7ec4-4a6c-9fb0-655bd0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,Family Law,,Dissolution of Marriage; Paternity Cases; Domestic Violence Injunctions; Temporary Custody; Guardianship of a Minor Child; Emergency Pick-up Order; Relative Adoption of Minor Child,adviceline@frls.org,www.frls.org,"For Dissolution of Marriage and Paternity cases, we need either domestic violence or children's issues such as withholding, child abuse, etc.",,,General,200,Adoption; Child Support; Custody; Divorce/Separation/Annulment; Domestic Violence; Guardianship & Conservatorship; Paternity; Termination of Parental Rights,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial detention (bail/bond not available); Pretrial detention (eligible for bail/bond); Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Charlotte County; DeSoto County; Glades County; Hardee County; Hendry County; Highlands County; Indian River County; Lee County; Martin County; Okeechobee County; Palm Beach County; Polk County; St. Lucie County,,
5bb775ed-b9c4-4a82-865d-0b18d0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,"Guardianship, Advanced Directives, and Probate",,"Probate; Wills; Guardian Advocacy; Powers of Attorney, Living Wills, and/or Healthcare Surrogate forms; Revocation of Power of Attorney",adviceline@frls.org,www.frls.org,,,,,200,Estate Planning; Powers of attorney/advance directives/living wills,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial detention (bail/bond not available); Pretrial detention (eligible for bail/bond); Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Charlotte County; DeSoto County; Glades County; Hardee County; Hendry County; Highlands County; Indian River County; Lee County; Martin County; Okeechobee County; Palm Beach County; Polk County; St. Lucie County,,
5bb51220-db24-41a2-a7a4-07f2d0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,Housing,,Prohibited Practices-Landlord-Tenant; Private Landlord-Tenant Eviction; Public Housing Landlord-Tenant Eviction; Subsidized Housing Landlord-Tenant Eviction; Public Housing/Subsidized Housing/Low Income Tax Credit Property Specific Issues; Homeowner’s Association/Condo Association Foreclosure; Mortgage Foreclosure; Fair Housing/Housing discrimination complaints; Private Landlord-Tenant Eviction; Mobile Home Eviction; LLT Repairs with or without a lease; Breaking the Lease/Termination of Tenancy by the Tenant; Tenant at Foreclosure,adviceline@frls.org,www.frls.org,,,,,200,Discrimination; Federally Subsidized Housing; Foreclosure; Homeownership; Mobile Home Issues; Mortgages; Other Housing; Other Landlord/Tenant; Other Public Housing,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; H2A Agricultural Worker; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial detention (bail/bond not available); Pretrial detention (eligible for bail/bond); Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Charlotte County; DeSoto County; Glades County; Hardee County; Hendry County; Highlands County; Indian River County; Lee County; Martin County; Okeechobee County; Palm Beach County; Polk County; St. Lucie County,,
5bb77457-7de4-4ef8-9e6e-0205d0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,Immigration,,1-90 Forms  N-400 forms when naturalization is required for application for SSI.    1-130 petitions for immediate family members including parents.  Unaccompanied Minor who is victim of human trafficking or related crime to aid in getting lawful status   T-Visas  U-Visa,adviceline@frls.org,www.frls.org,,,,General,200,Immigration,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Special Agricultural Worker Temporary Resident  - SAW (with related case); Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial detention (bail/bond not available); Pretrial detention (eligible for bail/bond); Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Charlotte County; DeSoto County; Glades County; Hardee County; Hendry County; Highlands County; Indian River County; Lee County; Martin County; Okeechobee County; Palm Beach County; Polk County; St. Lucie County,,
5bb77c70-5ad4-47fa-9b96-301fd0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,Migrant Unit,,"Assist Migrant Farmworkers with a variety of issues including wage claims, working conditions, housing, benefits, etc.",maria.garcia@frls.org,www.frls.org,,,,,200,Agricultural Worker Protection Act (AWPA); Employment; Employment Discrimination; Federally Subsidized Housing; Food Stamps; Human Trafficking; Medicaid; Medicare; Other Civil Rights; Other Employment; Other Housing; Other Landlord/Tenant; Other Public Housing; Social Security; Social Security Disability Benefits; Supplemental Security Income (SSI); TANF; Unemployment Compensation; Veterans benefits; Wage Claims,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; H2A Agricultural Worker; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Special Agricultural Worker Temporary Resident  - SAW (with related case); Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial detention (bail/bond not available); Pretrial detention (eligible for bail/bond); Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Alachua County; Baker County; Bay County; Bradford County; Brevard County; Broward County; Calhoun County; Charlotte County; Citrus County; Clay County; Collier County; Columbia County; DeSoto County; Dixie County; Duval County; Escambia County; Flagler County; Franklin County; Gadsden County; Gilchrist County; Glades County; Gulf County; Hamilton County; Hardee County; Hendry County; Hernando County; Highlands County; Hillsborough County; Holmes County; Indian River County; Jackson County; Jefferson County; Lafayette County; Lake County; Lee County; Leon County; Levy County; Liberty County; Madison County; Manatee County; Marion County; Martin County; Miami-Dade County; Monroe County; Nassau County; Okaloosa County; Okeechobee County; Orange County; Osceola County; Palm Beach County; Pasco County; Pinellas County; Polk County; Putnam County; Santa Rosa County; Sarasota County; Seminole County; St. Johns County; St. Lucie County; Sumter County; Suwannee County; Taylor County; Union County; Volusia County; Wakulla County; Walton County; Washington County,,
5bb774d1-4684-4e87-9933-03f2d0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,Name Change,,Applicant needs to correct a name on a birth certificate or is Transgendered and seeking a name change as part of their transition.,adviceline@frls.org,www.frls.org,,,,General,200,Name Change,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions,Charlotte County; DeSoto County; Glades County; Hardee County; Hendry County; Highlands County; Indian River County; Lee County; Martin County; Okeechobee County; Palm Beach County; Polk County; St. Lucie County,,
5bb778f9-f7a8-42e5-9ddc-1b96d0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,Nursing Home Issues,,"Applicant is suffering abuse, lack of access to services, or loss of personal freedom.",adviceline@frls.org,www.frls.org,,,,,200,Board and Care/Assisted living facilities,,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; Has unmarried U.S. Citizen child under 21; Indigent foreign national seeking assistance under Hague Convention or related federal law (international child abduction); Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial detention (bail/bond not available); Pretrial detention (eligible for bail/bond); Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Charlotte County; DeSoto County; Glades County; Hardee County; Hendry County; Highlands County; Indian River County; Lee County; Martin County; Okeechobee County; Palm Beach County; Polk County; St. Lucie County,,
5bb77a34-f204-4210-b3b6-228dd0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,Senior Project,AAA Senior Grant,"Helping Seniors, Grandparents caring for minor and disabled grandchildren in their home who are over 55, and senior caregivers.",adviceline@frls.org,www.frls.org,"Helping Seniors, Grandparents caring for minor and disabled grandchildren in their home who are over 55, and senior caregivers.  It covers all of the same legal issues we do in our standard practice but the Income and Asset Limits do not apply",,,General,,Adoption; Bankruptcy; Bilingual; Board and Care/Assisted living facilities; Children's Health Insurance Programs; Child Support; Civil Rights; Collection/Repossession; Contracts/Warranties; Custody; Disability Rights; Discipline; Discrimination; Divorce/Separation/Annulment; Domestic Violence; Employment; Employment Discrimination; Estate Planning; Expungement; Fair Debt Collection Practices Act; Federally Subsidized Housing; Food Stamps; Foreclosure; Guardianship & Conservatorship; Health Insurance; Home and Community Based Care; Homeownership; Immigration; License (Auto & Others); Loans/Installment Purchases/Rentals; Medicaid; Medicare; Minor; Mobile Home Issues; Mortgages; Name Change; Other Civil Rights; Other Consumer; Other Health; Other Housing; Other Income Maintenance; Other Landlord/Tenant; Other Public Housing; Paternity; Powers of attorney/advance directives/living wills; Predatory Lending; Social Security; Social Security Disability Benefits; Special Education/Learning Disabilities; State and Local Welfare; Supplemental Security Income (SSI); TANF; Unemployment Compensation; Veterans benefits; Wage Claims,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions; Post-Disposition Release - Out on Parole; Post-Disposition Release - Out on Probation; Pretrial detention (bail/bond not available); Pretrial detention (eligible for bail/bond); Pretrial release = Out on Bond; Pretrial release = Out on own recognizance,Charlotte County; DeSoto County; Glades County; Hardee County; Hendry County; Highlands County; Lee County; Martin County; Okeechobee County; Polk County; St. Lucie County,,
5bb77b18-2a80-40e5-be3e-288fd0502007,"Florida Rural Legal Services, Inc.",981fadb3-f441-4d9f-9442-5cfc5cf3e3c5,VOCA Grant Project,,Applicants who are the victims of crime--covers the same areas of the law we normally handle.,adviceline@frls.org,www.frls.org,There are no income or asset limits under this grant.,,,General,,Abuse & Neglect; Adjudication/Delinquent; Adoption; Bankruptcy; Bilingual; Board and Care/Assisted living facilities; Children's Health Insurance Programs; Child Support; Civil Rights; Collection/Repossession; Contracts/Warranties; Custody; Disability Rights; Discipline; Discrimination; Divorce/Separation/Annulment; Domestic Violence; Emancipation; Employment; Employment Discrimination; Estate Planning; Expungement; Fair Debt Collection Practices Act; Federally Subsidized Housing; Food Stamps; Foreclosure; Guardianship & Conservatorship; Health Insurance; Home and Community Based Care; Homeownership; Immigration; License (Auto & Others); Loans/Installment Purchases/Rentals; Medicaid; Medicare; Minor; Mobile Home Issues; Mortgages; Name Change; Other Civil Rights; Other Consumer; Other Housing; Other Income Maintenance; Other Juveniles; Other Landlord/Tenant; Other Public Housing; Paternity; Powers of attorney/advance directives/living wills; Predatory Lending; Social Security; Social Security Disability Benefits; Special Education/Learning Disabilities; State and Local Welfare; Supplemental Security Income (SSI); TANF; Unemployment Compensation; Unfair and Deceptive Trade Practices; Veterans benefits,false,,"Applying for VAWA self-petition; Asylee; Domestic Violence (with Related Case); Granted Suspension of  Deportation/Withholding of Removal; Has unmarried U.S. Citizen child under 21; Lawful Permanent Resident (LPR); Married to US Citizen-with pending or approved adjustment of status (green card) application; Parent of a victim of criminal activity (eligible for U Visa)- (victim must be under 21); Parent of minor victim/survivor of battery, extreme cruelty, or sexual assault (including domestic/intimate partner violence); Parent of US Citizen with a pending or approved adjustment of status (green card) application; Parents of a victim of trafficking (victim must be under 21); Refugee; Spouse or children of a victim of criminal activity/U Visa eligible applicant; Spouse or children of a victim of trafficking; United States Citizen; Unmarried child under 21 of a US Citizen with a pending or approved adjustment of status (green card) application; Unmarried siblings under 18 of a victim of criminal activity (eligible for U Visa) (victim must be under 21); Unmarried siblings under 18 of a victim of trafficking (victim must be under 21); VAWA; Victim of Criminal Activity (eligible for U Visa); Victim of Trafficking  (18 and over); Victim of Trafficking (under 18); Victim/Survivor of battery,extreme cruelty,or sexual assault (including domestic / family / intimate partner violence); With U.S. Citizen Parent",Not in custody and no conditions,Glades County; Hardee County; Hendry County; Indian River County; Lee County; Martin County; Okeechobee County; Palm Beach County; St. Lucie County,,
5b5743ff-e9d4-411e-b0a6-4d1fd0502003,"Gulfcoast Legal Services, Inc.",23993f07-47c5-49d6-9526-80f5423afd40,Birth Certificate Program,,GLS is able to provide birth certificate assistance only to clients who are:    •,Homeless or at risk for homelessness in St. Pete  •,Age 60 or older and live in Pinellas County,kathrynh@gulfcoastlegal.org,http://gulfcoastlegal.org/financial-stability-assistance,,,,Staff,,,false,,,Not in custody and no conditions,Pinellas County
5b561bbd-0744-42e7-9528-320dd0502003,"Gulfcoast Legal Services, Inc.",23993f07-47c5-49d6-9526-80f5423afd40,Family Stability/Domestic Violence,Family Law/dv,"Injunctions for Protection against Stalking, Domestic, Dating, or Sexual Violence/Abuse  Dissolution of Marriage (divorce) Proceedings  Injunction Compliance Hearings  Paternity Actions  Parenting Plans & Timesharing Cases  Child Custody/Visitation  Child Support Matters  Relocation Assistance  Relative Caregiver Child Custody",brendar@gulfcoastlegal.org,http://gulfcoastlegal.org/family-law-domestic-violence,,,,Staff,,Child Support; Divorce/Separation/Annulment; Domestic Violence; Emancipation; Guardianship & Conservatorship; Minor; Name Change; Other Family; Paternity; Termination of Parental Rights,false,,,Not in custody and no conditions,Manatee County; Pinellas County; Sarasota County,,
5b5624b6-80a4-46ab-b00b-6fb8d0502003,"Gulfcoast Legal Services, Inc.",23993f07-47c5-49d6-9526-80f5423afd40,Financial Stability Consumer,,Medical Bills  Contracts  Public Utilities Issues  Bankruptcy Advice  Debt Collection Defense  Creditor Harassment  Garnishment of Social Security and Wages  Birth Certificate and Identification Matters,vilmaf@gulfcoastlegal.org,http://gulfcoastlegal.org/financial-stability-assistance,,,,Staff,,Bankruptcy; Collection/Repossession; Contracts/Warranties; Fair Debt Collection Practices Act; Loans/Installment Purchases/Rentals; Other Consumer; Predatory Lending; Public Utilities / Energy; Unfair and Deceptive Trade Practices,false,,,Not in custody and no conditions,,,
5b561cdf-5148-418e-ac6d-3405d0502003,"Gulfcoast Legal Services, Inc.",23993f07-47c5-49d6-9526-80f5423afd40,Housing Manatee & Sarasota County,,Predatory Lending  Housing Discrimination/Fair Housing  Eviction  Foreclosure  Landlord/Tenant Disputes  Subsidized Housing Matters  Public Housing or Subsidized Housing Preservation  Section 8 Housing  Mobile Home Park Eviction Defense  Mobile Home Park Closing,davidm@gulfcoastlegal.org,http://gulfcoastlegal.org/housing-stability-assistance,,,,,,Discrimination; Federally Subsidized Housing; Foreclosure; Homeownership; Mobile Home Issues; Mortgages; Other Housing; Other Landlord/Tenant; Other Public Housing,false,,,Not in custody and no conditions,Manatee County; Sarasota County,,
